customer_id,active_subscription_value,failed_subscriptions,is_dc,total_subscription_value,total_committed_value,max_dpd_master,avg_dpd,avg_dpd_recent,n_payments_da,paid_only_first_payments,n_orders_declined_last_month,total_value_last_month,tot_value_cancelled_orders,tot_value_not_cancelled_orders,defaulted_amount,max_delay_for_dc,total_outstanding_amount,revenue_vs_debt,total_revenue_paid,time_before_failed_,outstanding_dc_assets,outstanding_value,amount_percent,has_outstanding_assets,failed_percent,default_percent
50298,0.0,10,True,42.7,512.4,526,112,110,0,0,0.0,17.9,32.8,385.4,193.0,-3.44,193.0,137.39,490.6,3.06,3.0,820.99,0.37,1,0.23,1
68642,0.0,8,True,97.8,1173.6,864,654,0,0,1,1.0,68.9,239.6,633.9,431.2,-8.83,431.2,333.4,97.8,1.23,2.0,431.2,0.18,1,0.8,1
195356,17.9,0,False,17.9,214.8,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-352.63,352.63,-1.0,-1.0,-1.0,1.0,0,0.0,-1
262358,0.0,3,True,27.9,334.8,441,307,307,0,1,0.0,0.0,0.0,27.9,93.7,-3.51,93.7,65.8,27.9,1.23,0.0,93.7,0.23,0,0.75,1
557519,0.0,0,False,45.8,137.4,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-57.25,57.25,-1.0,-1.0,-1.0,1.02,0,0.0,-1
187901,7.9,0,False,7.9,94.8,0,29,29,0,0,0.0,17.9,0.0,167.7,0.0,0.0,0.0,-98.99,98.99,1.03,-1.0,-1.0,1.01,0,0.0,-1
40686,0.0,2,False,214.6,524.0,423,64,62,0,0,0.0,0.0,69.8,214.6,0.0,0.0,69.8,-473.62,543.42,22.68,-1.0,68.8,0.89,0,0.15,1
200178,175.6,0,False,190.5,2286.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-2471.71,2471.71,-1.0,-1.0,-1.0,1.0,0,0.0,-1
420801,12.9,0,False,12.9,154.8,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-129.0,129.0,-1.0,-1.0,-1.0,1.01,0,0.0,-1
153445,0.0,10,True,419.5,2397.3,300,56,56,0,0,0.0,0.0,139.9,309.6,849.0,-3.27,849.0,1604.18,2073.81,10.77,3.0,4526.99,0.31,1,0.21,1
475085,17.9,0,False,17.9,214.8,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-127.09,127.09,-1.0,-1.0,-1.0,1.01,0,0.0,-1
60584,0.0,0,False,389.6,1168.8,35,45,9,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,7.5,-2036.62,2044.12,0.0,-1.0,6.5,1.0,0,0.0,-1
97979,0.0,6,False,26.9,322.8,769,519,157,0,0,0.0,0.0,0.0,26.9,0.0,0.0,186.4,132.6,53.8,2.06,-1.0,185.4,0.22,0,0.75,1
430874,117.6,0,False,140.5,1686.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-649.69,649.69,-1.0,-1.0,-1.0,1.0,0,0.0,-1
302968,0.0,0,False,34.9,34.9,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-17.45,17.45,-1.0,-1.0,-1.0,1.06,0,0.0,-1
120875,0.0,1,True,269.7,2457.0,490,259,253,5,0,0.0,0.0,234.8,124.8,199.5,1.51,60.9,-267.2,328.1,3.06,0.0,60.9,0.84,0,0.08,1
325097,79.9,0,False,139.8,1677.6,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1038.7,1038.7,-1.0,-1.0,-1.0,1.0,0,0.0,-1
366507,27.9,0,False,55.8,669.6,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-334.8,334.8,-1.0,-1.0,-1.0,1.0,0,0.0,-1
95708,0.0,2,False,29.9,358.8,402,95,82,0,0,0.0,0.0,0.0,169.6,0.0,0.0,87.98,-380.72,468.7,2.06,-1.0,86.98,0.84,0,0.12,1
101804,247.6,0,False,272.5,3270.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-2304.27,2304.27,-1.0,-1.0,-1.0,1.0,0,0.0,-1
163810,67.8,0,False,67.8,813.6,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-725.91,725.91,-1.0,-1.0,-1.0,1.0,0,0.0,-1
236781,79.9,1,False,79.9,239.7,340,95,95,0,0,0.0,0.0,0.0,79.9,0.0,0.0,169.8,-282.17,451.97,4.16,-1.0,168.8,0.73,0,0.12,1
10927,19.9,0,False,59.8,159.3,0,2,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-738.8,738.8,6.06,-1.0,-1.0,1.0,0,0.0,-1
424953,227.4,0,False,285.2,2175.3,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1318.1,1318.1,-1.0,-1.0,-1.0,1.0,0,0.0,-1
225358,0.0,0,False,69.9,419.4,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-454.35,454.35,-1.0,-1.0,-1.0,1.0,0,0.0,-1
378394,24.9,0,False,24.9,149.4,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-251.49,251.49,-1.0,-1.0,-1.0,1.0,0,0.0,-1
527290,0.0,0,False,89.9,1078.8,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-0.0,0,0.0,-1
305109,19.9,0,False,19.9,238.8,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-268.65,268.65,-1.0,-1.0,-1.0,1.0,0,0.0,-1
96504,0.0,21,True,157.3,1828.2,321,91,91,0,0,0.0,0.0,0.0,216.9,555.1,-2.45,555.1,1691.59,1282.4,5.45,7.0,3529.09,0.27,1,0.28,1
175873,0.0,0,False,142.7,142.7,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-25.74,25.74,-1.0,-1.0,-1.0,1.04,0,0.0,-1
236546,67.7,0,False,67.7,812.4,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-979.04,979.04,-1.0,-1.0,-1.0,1.0,0,0.0,-1
309097,34.9,0,False,34.9,209.4,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-468.67,468.67,-1.0,-1.0,-1.0,1.0,0,0.0,-1
313582,7.9,0,False,7.9,94.8,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-102.7,102.7,-1.0,-1.0,-1.0,1.01,0,0.0,-1
62469,0.0,0,False,179.9,179.9,0,2,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1236.52,1236.52,-1.0,-1.0,-1.0,1.0,0,0.0,-1
492663,0.0,0,False,39.9,119.7,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-123.69,123.69,-1.0,-1.0,-1.0,1.01,0,0.0,-1
170204,34.8,0,True,64.7,701.3,0,10,10,3,0,0.0,0.0,29.9,49.8,74.8,2.08,0.0,-699.14,699.14,12.65,0.0,0.0,1.0,0,0.0,0
145538,39.8,1,False,39.8,477.6,5,21,21,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,15.0,-895.5,910.5,10.81,-1.0,14.0,0.98,0,0.02,-1
404826,114.7,0,False,134.6,1615.2,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-363.23,363.23,-1.0,-1.0,-1.0,1.0,0,0.0,-1
457389,114.8,2,False,114.8,1377.6,29,41,41,0,0,1.0,39.9,0.0,234.5,0.0,0.0,119.8,-490.68,610.48,1.1,-1.0,118.8,0.84,0,0.14,-1
490252,49.9,2,False,49.9,299.4,57,31,31,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,109.7,-104.99,214.69,2.13,-1.0,108.7,0.66,0,0.29,-1
369075,275.4,0,False,376.1,4293.7,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-2283.16,2283.16,-1.0,-1.0,-1.0,1.0,0,0.0,-1
15061,0.0,0,False,69.9,69.9,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1888.3,1888.3,-1.0,-1.0,-1.0,1.0,0,0.0,-1
502357,0.0,0,False,69.9,209.7,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-0.0,0,0.0,-1
171447,17.9,0,False,77.8,197.6,0,10,10,3,0,0.0,0.0,0.0,257.5,69.9,0.0,0.0,-758.2,758.2,8.81,0.0,-1.0,1.0,0,0.0,-1
389747,57.8,0,False,57.8,693.6,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-527.4,527.4,-1.0,-1.0,-1.0,1.0,0,0.0,-1
386350,72.7,0,False,72.7,872.4,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-719.73,719.73,-1.0,-1.0,-1.0,1.0,0,0.0,-1
171305,0.0,0,True,24.9,149.4,0,90,90,3,0,0.0,0.0,0.0,24.9,64.8,2.48,0.0,-114.6,114.6,1.26,0.0,0.0,1.0,0,0.0,0
296421,12.9,0,True,52.8,316.8,0,36,36,4,0,1.0,19.9,0.0,72.7,174.6,3.11,10.0,-587.17,597.17,3.06,0.0,10.0,0.98,0,0.0,0
165676,0.0,6,True,35.8,429.6,231,150,150,0,1,0.0,0.0,24.9,550.3,111.66,-3.29,111.66,715.78,32.22,1.1,2.0,859.66,0.04,1,0.75,1
78975,0.0,0,False,14.9,178.8,0,6,4,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-213.6,213.6,-1.0,-1.0,-1.0,1.0,0,0.0,-1
536206,0.0,0,False,34.9,209.4,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-0.0,0,0.0,-1
276875,246.1,0,False,315.9,3790.8,0,3,3,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-2450.9,2450.9,11.16,-1.0,-1.0,1.0,0,0.0,-1
448713,47.8,0,False,47.8,573.6,0,1,1,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-435.2,435.2,-1.0,-1.0,-1.0,1.0,0,0.0,-1
398382,0.0,2,False,119.9,1438.8,153,46,46,0,0,0.0,0.0,0.0,237.6,0.0,0.0,249.8,-359.7,609.5,2.06,-1.0,248.8,0.71,0,0.29,1
342749,54.9,0,False,54.9,658.8,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-658.8,658.8,-1.0,-1.0,-1.0,1.0,0,0.0,-1
227506,0.0,0,False,24.9,24.9,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-49.8,49.8,-1.0,-1.0,-1.0,1.02,0,0.0,-1
505494,39.9,0,False,39.9,478.8,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-279.3,279.3,-1.0,-1.0,-1.0,1.0,0,0.0,-1
122799,0.0,8,False,44.9,538.8,733,557,0,0,1,0.0,0.0,0.0,144.8,0.0,0.0,404.2,359.3,44.9,1.0,-1.0,403.2,0.1,0,0.89,1
8768,29.9,0,False,190.3,1002.9,0,27,0,0,0,0.0,0.0,0.0,53.7,0.0,0.0,0.0,-1429.23,1429.23,4.19,-1.0,-1.0,1.0,0,0.0,-1
250080,19.9,0,False,19.9,238.8,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-218.9,218.9,-1.0,-1.0,-1.0,1.0,0,0.0,-1
184890,44.9,0,False,44.9,538.8,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-273.89,273.89,-1.0,-1.0,-1.0,1.0,0,0.0,-1
369259,19.9,0,False,19.9,238.8,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-196.52,196.52,-1.0,-1.0,-1.0,1.01,0,0.0,-1
124212,27.8,4,True,118.4,1420.8,425,45,39,9,0,0.0,0.0,0.0,72.7,160.5,0.06,83.6,-801.2,884.8,1.39,0.0,83.6,0.91,0,0.08,1
428441,24.9,0,False,24.9,298.8,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-224.1,224.1,-1.0,-1.0,-1.0,1.0,0,0.0,-1
341276,282.7,0,False,282.7,282.7,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1751.65,1751.65,-1.0,-1.0,-1.0,1.0,0,0.0,-1
21196,0.0,0,False,40.8,40.8,0,3,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-44.8,44.8,-1.0,-1.0,-1.0,1.02,0,0.0,-1
307049,94.7,0,False,124.6,1495.2,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-780.08,780.08,-1.0,-1.0,-1.0,1.0,0,0.0,-1
211460,159.6,0,False,159.6,1915.2,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-2006.44,2006.44,-1.0,-1.0,-1.0,1.0,0,0.0,-1
274030,0.0,0,True,9.9,118.8,0,87,87,3,0,0.0,0.0,0.0,9.9,44.7,3.88,0.0,-74.4,74.4,3.06,0.0,0.0,1.0,0,0.0,0
521554,49.9,0,False,49.9,299.4,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-314.37,314.37,-1.0,-1.0,-1.0,1.0,0,0.0,-1
106589,0.0,0,False,22.9,297.7,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-439.3,439.3,-1.0,-1.0,-1.0,1.0,0,0.0,-1
441007,17.9,0,False,17.9,214.8,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-144.99,144.99,-1.0,-1.0,-1.0,1.01,0,0.0,-1
524234,139.9,0,False,299.7,299.7,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-299.7,299.7,-1.0,-1.0,-1.0,1.0,0,0.0,-1
300505,42.8,0,False,82.6,991.2,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-373.2,373.2,-1.0,-1.0,-1.0,1.0,0,0.0,-1
213883,0.0,7,True,99.8,1197.6,559,448,448,0,0,2.0,357.4,0.0,357.4,344.3,-3.83,344.3,1568.1,79.9,0.61,2.0,1992.3,0.04,1,0.78,1
197187,107.7,0,False,115.6,1387.2,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-2236.32,2236.32,-1.0,-1.0,-1.0,1.0,0,0.0,-1
79831,0.0,8,True,49.9,598.8,892,697,0,0,1,3.0,309.4,0.0,359.3,444.2,-8.57,444.2,899.1,49.9,1.06,1.0,1393.2,0.03,1,0.89,1
98346,0.0,0,False,99.9,99.9,768,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-0.0,-199.8,199.8,-1.0,-1.0,-1.0,1.01,0,0.0,-1
144506,0.0,0,False,44.9,538.8,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-0.0,0,0.0,-1
174265,0.0,0,True,159.8,1438.2,0,81,81,4,0,0.0,0.0,79.9,79.9,334.6,3.39,0.0,-574.3,574.3,3.1,0.0,0.0,1.0,0,0.0,0
3765,0.0,0,False,79.9,79.9,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1325.43,1325.43,-1.0,0.0,-1.0,1.0,0,0.0,-1
214593,64.8,0,True,139.5,1674.0,0,25,25,9,0,0.0,49.8,0.0,74.7,119.6,3.84,0.0,-1196.17,1196.17,1.42,0.0,0.0,1.0,0,0.0,0
527260,24.9,0,False,24.9,298.8,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-149.4,149.4,-1.0,-1.0,-1.0,1.01,0,0.0,-1
500158,59.9,0,False,59.9,718.8,0,23,23,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,14.8,-410.69,425.49,3.06,-1.0,13.8,0.97,0,0.0,-1
431899,0.0,0,False,32.7,392.4,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-0.0,0,0.0,-1
532268,0.0,0,False,39.9,39.9,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-39.9,39.9,-1.0,-1.0,-1.0,1.03,0,0.0,-1
385331,0.0,0,False,339.8,1019.4,222,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-424.75,424.75,-1.0,-1.0,-1.0,1.0,0,0.0,-1
360857,19.9,0,False,19.9,238.8,0,1,1,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-238.8,238.8,-1.0,-1.0,-1.0,1.0,0,0.0,-1
479045,39.9,0,False,39.9,478.8,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-287.28,287.28,-1.0,-1.0,-1.0,1.0,0,0.0,-1
495752,65.7,0,False,65.7,788.4,0,33,33,0,0,0.0,0.0,0.0,155.5,0.0,0.0,10.0,-236.37,246.37,1.13,-1.0,9.0,0.96,0,0.0,-1
484402,12.9,0,False,12.9,154.8,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-91.59,91.59,-1.0,-1.0,-1.0,1.01,0,0.0,-1
345939,0.0,1,False,59.9,59.9,319,159,159,0,1,0.0,0.0,0.0,59.9,0.0,0.0,59.9,20.0,39.9,1.16,-1.0,58.9,0.4,0,0.5,1
353003,42.8,0,False,42.8,513.6,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-381.4,381.4,-1.0,-1.0,-1.0,1.0,0,0.0,-1
38993,0.0,0,False,99.9,99.9,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-104.85,104.85,-1.0,-1.0,-1.0,1.01,0,0.0,-1
13232,0.0,0,True,255.97,255.97,0,53,0,2,0,0.0,0.0,0.0,384.69,369.98,28.12,0.0,-2064.66,2064.66,12.39,0.0,0.0,1.0,0,0.0,0
360866,97.6,0,False,260.0,1296.7,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-400.03,400.03,-1.0,-1.0,-1.0,1.0,0,0.0,-1
35738,0.0,0,True,370.77,1112.31,0,83,0,21,0,0.0,0.0,49.9,774.1,1803.34,3.61,0.0,-7509.59,7509.59,3.42,0.0,0.0,1.0,0,0.0,0
27985,0.0,0,False,379.4,379.4,0,16,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-106.7,106.7,2.0,-1.0,-1.0,1.01,0,0.0,-1
29868,159.9,0,False,275.7,345.6,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-621.3,621.3,-1.0,-1.0,-1.0,1.0,0,0.0,-1
218371,0.0,0,False,29.9,358.8,0,9,9,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-503.35,503.35,14.1,-1.0,-1.0,1.0,0,0.0,-1
465318,0.0,0,True,19.9,238.8,0,59,59,3,0,0.0,0.0,0.0,19.9,54.8,1.64,0.0,-96.59,96.59,2.32,0.0,0.0,1.0,0,0.0,0
367718,77.6,0,False,77.6,931.2,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-315.62,315.62,-1.0,-1.0,-1.0,1.0,0,0.0,-1
73235,0.0,0,False,109.9,109.9,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-109.9,109.9,-1.0,-1.0,-1.0,1.01,0,0.0,-1
129451,129.7,0,False,129.7,1556.4,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1597.33,1597.33,-1.0,-1.0,-1.0,1.0,0,0.0,-1
375074,0.0,0,False,19.9,59.7,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-0.0,0,0.0,-1
38215,0.0,0,True,34.9,104.7,0,83,0,0,0,0.0,0.0,0.0,69.8,244.4,0.0,198.61,-369.37,567.98,5.26,0.0,198.61,0.74,0,0.0,1
154738,29.8,0,False,52.7,495.0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-596.35,596.35,-1.0,-1.0,-1.0,1.0,0,0.0,-1
198199,64.8,0,False,64.8,777.6,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1176.8,1176.8,-1.0,-1.0,-1.0,1.0,0,0.0,-1
222783,102.7,0,True,112.6,960.3,0,10,10,3,0,0.0,0.0,0.0,142.4,34.8,1.58,0.0,-964.8,964.8,4.81,0.0,0.0,1.0,0,0.0,0
81469,0.0,0,False,64.9,64.9,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-64.9,64.9,-1.0,-1.0,-1.0,1.02,0,0.0,-1
350691,82.8,0,False,82.8,826.2,0,7,7,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,5.0,-689.57,694.57,8.06,-1.0,4.0,0.99,0,0.0,-1
441112,0.0,0,False,22.9,68.7,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-45.8,45.8,-1.0,-1.0,-1.0,1.02,0,0.0,-1
177838,0.0,0,True,69.9,838.8,0,192,192,4,0,0.0,54.9,0.0,220.5,299.6,5.51,0.0,-369.5,369.5,1.26,0.0,0.0,1.0,0,0.0,0
34939,0.0,0,False,39.9,39.9,0,32,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-239.4,239.4,2.1,-1.0,-1.0,1.0,0,0.0,-1
299512,50.7,0,False,50.7,626.3,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-456.46,456.46,-1.0,-1.0,-1.0,1.0,0,0.0,-1
16985,0.0,0,False,34.9,34.9,0,30,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-69.8,69.8,2.23,-1.0,-1.0,1.01,0,0.0,-1
221432,0.0,6,False,59.9,718.8,405,179,179,0,0,0.0,0.0,0.0,59.9,0.0,0.0,379.4,79.9,299.5,5.19,-1.0,378.4,0.44,0,0.55,1
71966,0.0,0,False,159.9,479.7,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-0.0,0,0.0,-1
529251,0.0,0,False,44.9,134.7,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-94.29,94.29,-1.0,-1.0,-1.0,1.01,0,0.0,-1
449509,39.9,0,False,39.9,478.8,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-323.19,323.19,-1.0,-1.0,-1.0,1.0,0,0.0,-1
288294,0.0,0,False,44.9,134.7,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-538.8,538.8,-1.0,-1.0,-1.0,1.0,0,0.0,-1
240592,24.9,0,False,24.9,149.4,0,9,9,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-420.85,420.85,11.13,-1.0,-1.0,1.0,0,0.0,-1
235317,15.7,0,False,15.7,188.4,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-195.65,195.65,-1.0,-1.0,-1.0,1.01,0,0.0,-1
407632,0.0,0,False,79.9,958.8,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-0.0,0,0.0,-1
52400,0.0,5,True,39.9,39.9,688,211,144,0,0,0.0,0.0,0.0,39.9,94.8,-5.2,234.5,-109.75,508.75,6.1,1.0,633.5,0.45,1,0.29,1
179165,59.9,1,False,59.9,2276.2,25,35,35,0,0,0.0,0.0,0.0,99.9,0.0,0.0,64.9,-1825.17,1890.07,4.29,-1.0,63.9,0.97,0,0.05,-1
57722,34.9,0,False,356.3,1069.8,0,14,9,0,0,0.0,0.0,114.8,191.7,0.0,0.0,1.0,-1766.66,1767.66,7.68,-1.0,0.0,1.0,0,0.0,-1
286227,44.9,0,False,44.9,269.4,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-648.57,648.57,-1.0,-1.0,-1.0,1.0,0,0.0,-1
241724,114.8,0,False,114.8,344.4,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1655.29,1655.29,-1.0,-1.0,-1.0,1.0,0,0.0,-1
71569,0.0,0,False,84.9,84.9,0,29,12,0,0,0.0,0.0,0.0,87.9,0.0,0.0,0.0,-1642.1,1642.1,4.58,-1.0,-1.0,1.0,0,0.0,-1
31952,37.9,0,False,138.69,214.49,0,2,2,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,5.0,-409.66,414.66,-1.0,-1.0,4.0,0.99,0,0.0,-1
39172,0.0,0,False,179.6,179.6,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-157.58,157.58,-1.0,-1.0,-1.0,1.01,0,0.0,-1
321471,79.9,0,False,79.9,239.7,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-830.96,830.96,-1.0,-1.0,-1.0,1.0,0,0.0,-1
296611,179.8,0,False,269.7,2157.6,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1358.5,1358.5,-1.0,-1.0,-1.0,1.0,0,0.0,-1
100612,17.9,0,False,162.7,727.8,0,5,4,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1275.76,1275.76,6.19,-1.0,-1.0,1.0,0,0.0,-1
329725,122.7,0,False,122.7,1472.4,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-798.3,798.3,-1.0,-1.0,-1.0,1.0,0,0.0,-1
276022,12.9,0,False,12.9,154.8,0,6,6,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-203.5,203.5,4.35,-1.0,-1.0,1.0,0,0.0,-1
28105,0.0,0,False,14.9,14.9,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-14.9,14.9,-1.0,-1.0,-1.0,1.07,0,0.0,-1
261982,0.0,3,True,24.9,24.9,317,136,136,0,0,0.0,0.0,0.0,24.9,34.9,-2.94,89.7,-22.58,134.57,1.29,1.0,201.69,0.4,1,0.38,1
311859,0.0,0,True,24.9,298.8,0,131,131,3,0,0.0,0.0,0.0,24.9,94.7,3.88,0.0,-119.6,119.6,1.16,0.0,0.0,1.0,0,0.0,0
46057,0.0,0,False,86.7,86.7,0,4,0,0,0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-127.4,127.4,1.29,-1.0,-1.0,1.01,0,0.0,-1
171836,0.0,0,False,12.9,12.9,0,0,0,0,1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-12.9,12.9,-1.0,-1.0,-1.0,1.08,0,0.0,-1
